task_id,origin_id,source_type,repo,language,statement,gold_has_defect,gold_defect_types,gold_severity,gold_label_source
jstvr_039,responsiveprocess.com/mutant15/mutant15.txt,layout_change_spec,jstvr-webpages/responsiveprocess.com,HTML/CSS,"For responsive layout regression testing on `responsiveprocess.com`, the page should preserve the intended layout behavior after this mutant change: Removed a class from element.",False,,none,mutation_description_derived
jstvr_040,denondj.com/mutant23/mutant23.txt,layout_change_spec,jstvr-webpages/denondj.com,HTML/CSS,"For responsive layout regression testing on `denondj.com`, the page should preserve the intended layout behavior after this mutant change: Changed term from 1.875 to 4.875.",True,missing_actor,minor,mutation_description_derived
jstvr_041,teamtreehouse.com/mutant9/mutant9.txt,layout_change_spec,jstvr-webpages/teamtreehouse.com,HTML/CSS,"For responsive layout regression testing on `teamtreehouse.com`, the page should preserve the intended layout behavior after this mutant change: Changed class in element <div class=""mejs-overlay play-icon"" style=""display: none;"">.",False,,none,mutation_description_derived
jstvr_042,getbootstrap.com/mutant19/mutant19.txt,layout_change_spec,jstvr-webpages/getbootstrap.com,HTML/CSS,"For responsive layout regression testing on `getbootstrap.com`, the page should preserve the intended layout behavior after this mutant change: Removed a class from element.",False,,none,mutation_description_derived
jstvr_043,bittorrent.com/mutant29/mutant29.txt,layout_change_spec,jstvr-webpages/bittorrent.com,HTML/CSS,"For responsive layout regression testing on `bittorrent.com`, the page should preserve the intended layout behavior after this mutant change: Changed UNIT in 10.0em to [10.0%,  20.0px] in.",True,missing_actor,minor,mutation_description_derived
jstvr_044,responsiveprocess.com/mutant28/mutant28.txt,layout_change_spec,jstvr-webpages/responsiveprocess.com,HTML/CSS,"For responsive layout regression testing on `responsiveprocess.com`, the page should preserve the intended layout behavior after this mutant change: Changed class in element <div class=""largebox"">.",False,,none,mutation_description_derived
jstvr_045,ashtonsnook.com/mutant7/mutant7.txt,layout_change_spec,jstvr-webpages/ashtonsnook.com,HTML/CSS,"For responsive layout regression testing on `ashtonsnook.com`, the page should preserve the intended layout behavior after this mutant change: Changed value from 992.0 to 989.0 in.",True,missing_actor,minor,mutation_description_derived
jstvr_046,aftrnoon.com/mutant30/mutant30.txt,layout_change_spec,jstvr-webpages/aftrnoon.com,HTML/CSS,"For responsive layout regression testing on `aftrnoon.com`, the page should preserve the intended layout behavior after this mutant change: Changed class in element <li class=""menu-item menu-item-type-post_type menu-item-object-page page_item page-item-7 current_page_item menu-item-13 icon-sun""><a title=""Work"" href=""http://aftrnoon.com/"">Work</a> </li>.",False,,none,mutation_description_derived
jstvr_047,aftrnoon.com/mutant20/mutant20.txt,layout_change_spec,jstvr-webpages/aftrnoon.com,HTML/CSS,"For responsive layout regression testing on `aftrnoon.com`, the page should preserve the intended layout behavior after this mutant change: Added a class to element.",False,,none,mutation_description_derived
jstvr_048,getbootstrap.com/mutant2/mutant2.txt,layout_change_spec,jstvr-webpages/getbootstrap.com,HTML/CSS,"For responsive layout regression testing on `getbootstrap.com`, the page should preserve the intended layout behavior after this mutant change: Changed UNIT in 750.0em to [750.0%] in.",True,missing_actor,minor,mutation_description_derived
jstvr_049,namemesh.com/mutant26/mutant26.txt,layout_change_spec,jstvr-webpages/namemesh.com,HTML/CSS,"For responsive layout regression testing on `namemesh.com`, the page should preserve the intended layout behavior after this mutant change: Changed content in <a href=""http://t.co/SpyUwrNt"">http://t.co/SpyUwrNt sit amet,</a>.",True,missing_actor,minor,mutation_description_derived
jstvr_050,paydemand.com/mutant7/mutant7.txt,layout_change_spec,jstvr-webpages/paydemand.com,HTML/CSS,"For responsive layout regression testing on `paydemand.com`, the page should preserve the intended layout behavior after this mutant change: Changed class in element <a href=""https://paydemand.com/register-processor"" class=""btn-warning btn-large offset1"">I am a Processor</a>.",False,,none,mutation_description_derived
jstvr_051,shield.com/mutant11/mutant11.txt,layout_change_spec,jstvr-webpages/shield.com,HTML/CSS,"For responsive layout regression testing on `shield.com`, the page should preserve the intended layout behavior after this mutant change: Changed term from left to inherit.",True,missing_actor,minor,mutation_description_derived
jstvr_052,rebeccamade.com/mutant12/mutant12.txt,layout_change_spec,jstvr-webpages/rebeccamade.com,HTML/CSS,"For responsive layout regression testing on `rebeccamade.com`, the page should preserve the intended layout behavior after this mutant change: Changed term from left to none.",True,missing_actor,minor,mutation_description_derived
jstvr_053,shield.com/mutant6/mutant6.txt,layout_change_spec,jstvr-webpages/shield.com,HTML/CSS,"For responsive layout regression testing on `shield.com`, the page should preserve the intended layout behavior after this mutant change: Changed expression to max-width in.",True,missing_actor,minor,mutation_description_derived
jstvr_054,annettescreations.net/mutant3/mutant3.txt,layout_change_spec,jstvr-webpages/annettescreations.net,HTML/CSS,"For responsive layout regression testing on `annettescreations.net`, the page should preserve the intended layout behavior after this mutant change: Changed term from none to inline.",True,missing_actor,minor,mutation_description_derived
jstvr_055,aftrnoon.com/mutant14/mutant14.txt,layout_change_spec,jstvr-webpages/aftrnoon.com,HTML/CSS,"For responsive layout regression testing on `aftrnoon.com`, the page should preserve the intended layout behavior after this mutant change: Changed UNIT in 0.0 to [0.0%] in.",True,missing_actor,minor,mutation_description_derived
jstvr_056,rebeccamade.com/mutant8/mutant8.txt,layout_change_spec,jstvr-webpages/rebeccamade.com,HTML/CSS,"For responsive layout regression testing on `rebeccamade.com`, the page should preserve the intended layout behavior after this mutant change: Changed expression to max-width in.",True,missing_actor,minor,mutation_description_derived
jstvr_057,ashtonsnook.com/mutant6/mutant6.txt,layout_change_spec,jstvr-webpages/ashtonsnook.com,HTML/CSS,"For responsive layout regression testing on `ashtonsnook.com`, the page should preserve the intended layout behavior after this mutant change: Changed UNIT in 50.0% to [50.0em] in.",True,missing_actor,minor,mutation_description_derived
jstvr_058,reserve.com/mutant7/mutant7.txt,layout_change_spec,jstvr-webpages/reserve.com,HTML/CSS,"For responsive layout regression testing on `reserve.com`, the page should preserve the intended layout behavior after this mutant change: Removed a class from element.",False,,none,mutation_description_derived
jstvr_059,shield.com/mutant8/mutant8.txt,layout_change_spec,jstvr-webpages/shield.com,HTML/CSS,"For responsive layout regression testing on `shield.com`, the page should preserve the intended layout behavior after this mutant change: Removed a class from element.",False,,none,mutation_description_derived
jstvr_060,shield.com/mutant5/mutant5.txt,layout_change_spec,jstvr-webpages/shield.com,HTML/CSS,"For responsive layout regression testing on `shield.com`, the page should preserve the intended layout behavior after this mutant change: Changed term from left to right.",True,missing_actor,minor,mutation_description_derived
jstvr_061,ashtonsnook.com/mutant17/mutant17.txt,layout_change_spec,jstvr-webpages/ashtonsnook.com,HTML/CSS,"For responsive layout regression testing on `ashtonsnook.com`, the page should preserve the intended layout behavior after this mutant change: Changed UNIT in  5.0em to [168.0px,  5.0px,  168.0px, 5.0%] in.",True,missing_actor,minor,mutation_description_derived
jstvr_062,denondj.com/mutant8/mutant8.txt,layout_change_spec,jstvr-webpages/denondj.com,HTML/CSS,"For responsive layout regression testing on `denondj.com`, the page should preserve the intended layout behavior after this mutant change: Changed term from inherit to none.",True,missing_actor,minor,mutation_description_derived
jstvr_063,denondj.com/mutant4/mutant4.txt,layout_change_spec,jstvr-webpages/denondj.com,HTML/CSS,"For responsive layout regression testing on `denondj.com`, the page should preserve the intended layout behavior after this mutant change: Changed term from 1.1 to -8.9.",True,missing_actor,minor,mutation_description_derived
jstvr_064,issta.cispa/mutant29/mutant29.txt,layout_change_spec,jstvr-webpages/issta.cispa,HTML/CSS,"For responsive layout regression testing on `issta.cispa`, the page should preserve the intended layout behavior after this mutant change: Changed class in element <body class=""home page page-id-29 has-header-image"">.",False,,none,mutation_description_derived
jstvr_065,reserve.com/mutant29/mutant29.txt,layout_change_spec,jstvr-webpages/reserve.com,HTML/CSS,"For responsive layout regression testing on `reserve.com`, the page should preserve the intended layout behavior after this mutant change: Changed expression to max-width in.",True,missing_actor,minor,mutation_description_derived
jstvr_066,reserve.com/mutant6/mutant6.txt,layout_change_spec,jstvr-webpages/reserve.com,HTML/CSS,"For responsive layout regression testing on `reserve.com`, the page should preserve the intended layout behavior after this mutant change: Changed UNIT in  10.0em to [0.0,  0.0, 10.0%] in.",True,missing_actor,minor,mutation_description_derived
jstvr_067,annettescreations.net/mutant14/mutant14.txt,layout_change_spec,jstvr-webpages/annettescreations.net,HTML/CSS,"For responsive layout regression testing on `annettescreations.net`, the page should preserve the intended layout behavior after this mutant change: Removed a class from element.",False,,none,mutation_description_derived
jstvr_068,rebeccamade.com/mutant15/mutant15.txt,layout_change_spec,jstvr-webpages/rebeccamade.com,HTML/CSS,"For responsive layout regression testing on `rebeccamade.com`, the page should preserve the intended layout behavior after this mutant change: Changed content in <h5>Landing Page sit amet,</h5>.",True,missing_actor,minor,mutation_description_derived
